sentence,Governing Law,Termination,Confidentiality,Limitation Of Liability,License Grant,Non-Compete,Assignment,IP Ownership,Payment Terms
"Except as otherwise provided in this Agreement, including under Section 7.1, neither this Agreement nor any of the rights, interests or obligations of any Party under this Agreement shall be assigned, in whole or in part, by operation of law or otherwise, by either Party without the prior written consent of the other Party; provided, however, that (a) either Party may assign any of the foregoing in connection with the sale or other transfer of the applicable business or assets of such Party or its Affiliates to which this Agreement relates (except that neither of the Buyer Entities may assign any such rights, interests or obligations with respect to the Arizona Licensed Trademarks); (b) Arizona may assign any of the foregoing to one or more of its Affiliates and (c) the Company and Buyer may assign any of the foregoing to one or more of its Subsidiaries, controlled Affiliates, AWP, or any holding company that is a direct or indirect parent of the Company; provided that in each case (b) and (c), no assignment shall relieve the assigning Party of any of its obligations under this Agreement unless agreed to by the non-assigning Party.",0,0,0,0,0,0,1,0,0
The validity and interpretation of this Agreement and the legal relations of the Parties to it will be governed by the laws of the State of New York without recourse to its conflicts of law rules.,1,0,0,0,0,0,0,0,0
The quarterly royalty payments made under this Section 6.3.1 may be based on estimated Net Sales.,0,0,0,0,0,0,0,0,1
"Except in the event of a breach that, by its nature, is not amenable to cure, in which case termination may be made effective immediately, the Breaching Party shall have a period of […***…] after such written notice is provided (""Peremptory Notice Period"") to cure such breach or, absent withdrawal of the Non-Breaching Party's request for termination, the relevant Work Stream (or Approved Marker or Investigational Marker program) shall terminate; provided that, if the Breaching Party has a bona fide dispute as to whether such breach: (i) occurred, (ii) pertains to a material obligation, or (iii) has been cured, the Breaching Party will so notify the Non-Breaching Party, the relevant Work Stream (or Approved Marker or Investigational Marker program) shall not terminate and the expiration of the Peremptory Notice Period shall be tolled until such dispute is resolved pursuant to Section 19.2.",0,0,0,0,0,0,0,0,0
"VerticalNet agrees that during the term of this Agreement, it shall not enter into an agreement with Futurestep, Inc. to provide promotional opportunities to Futurestep throughout all of the VerticalNet Online Communities, nor enter into any agreement with Futurestep, Inc. for the joint marketing of each other's Sites or services.",0,0,0,0,0,1,0,0,0
"Should spot samples, analyses, or any other test (including tests performed by Carrier) indicate that the Product Tendered or to be Tendered does not meet the specifications required by Carrier, Shipper agrees to stop delivery of such off-specification Product to Carrier until such time as it is determined by additional testing that the Product meets the definition of Product issued by Carrier.",0,0,0,0,0,0,0,0,0
"In the event of the termination or expiration of this Agreement for any other reason, Customer shall have no obligation to purchase any Product Materials.",0,0,0,0,0,0,0,0,0
Franchisee agrees to refrain from any business or advertising practice which may be injurious to the business of Pretzel Time and the goodwill associated with the Marks and other Pretzel Time Units.,0,0,1,0,0,0,0,0,0
"EXCLUDING LIABILITY FOR INFRINGEMENT CLAIMS AS DISCUSSED IN SECTION 9 OF THIS AGREEMENT, IN NO EVENT SHALL eGAIN BE LIABLE TO CUSTOMER FOR CONSEQUENTIAL, EXEMPLARY, INDIRECT, SPECIAL OR INCIDENTAL DAMAGES (INCLUDING, WITHOUT LIMITATION, LOST PROFITS), OR BE LIABLE TO ANY THIRD PARTY FOR ANY DAMAGES WHATSOEVER, EVEN IF eGAIN HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",0,0,0,1,0,0,0,0,0
"NETGEAR agrees to defend at its own expense any action brought against Distributor to the extent that it is based on a claim that any Product infringes a United States or Territory patent, copyright, trade mark, trade secret or other valid intellectual property right, and will pay any costs and damages finally awarded against Distributor in any such actions which are attributable to any such claim.",0,0,0,0,0,0,0,0,0
"Notwithstanding the foregoing, EFS may use and exchange User Data in accordance with standard DMA practices for purposes of customer prospecting solely in order to grow the Playboy Commerce Business.",0,0,0,0,1,0,0,0,0
"Subject to the Wind-Down Budget and payment of Expenses, Agent shall use the E-Commerce Platform in connection with the GOB Sale to fulfill customer orders made during the GOB Sale Term and otherwise promote the GOB Sale (in Agent's capacity as Agent hereunder), provided that Agent shall have the option, in its sole discretion, to terminate the use of the E-Commerce Platform at any time after four weeks of use.",0,1,0,0,0,0,0,0,0
"This Agreement shall be governed by and construed in accordance with the internal laws of the State of California applicable to agreements made and to be performed entirely within such state, without regard to the conflicts of law principles of such state; provided that any matters relating to the construction or effect of any Patent will be governed by the patent laws of the relevant jurisdiction in which such Patent is granted.",1,0,0,0,0,0,0,0,0
"In the case of termination by Monsanto upon any of the Events of Default specified in Sections 10.4(b) (6), (7) and (9), the remedies of Monsanto shall be limited to (i) termination of this Agreement and (ii) the recovery of reasonable and customary out-of-pocket expenses incurred by Monsanto in transferring the Agent's duties hereunder to a new agent; provided that in no case shall the amount of expenses recoverable under this provision exceed $20MM.",0,0,0,1,0,0,0,0,0
"Owner may terminate this Agreement at any time upon the occurrence of any of the following: (a) the dissolution or bankruptcy of Operator; (b) Operator fails to pay when due any amount due and payable hereunder, including, without limitation, any interest, fees, reimbursements or indemnifications, and such failure shall continue for a period of 15 days after the due date thereof; (c) other than as set forth in clause (b) above, Operator breaches or fails to observe or perform any material term, condition, or obligation contained in this Agreement and fails to correct, or fails to diligently pursue correction of, such breach within 60 days after receipt of written notice from Owner of any such breach; (d) Termination by Owner pursuant to Section 4.1.1; or (e) Without cause on no less than seven (7) days prior written notice.",0,1,0,0,0,0,0,0,0
"Co-Host shall be responsible for all freight charges for goods returned pursuant to an RMA, unless otherwise indicated herein or in the RMA.",0,0,0,0,0,0,0,0,0
"This Agreement, its interpretation and construction, and the remedies for its enforcement or breach are to be applied in accordance with the laws of the State of New Jersey.",1,0,0,0,0,0,0,0,0
12.1 ESCROW ACCOUNT.,0,0,0,0,0,0,0,0,0
"To the extent that certain components of the Software may be downloaded to Customer's or User's computer as a result of accessing the Software as part of the Hosting Services, eGain grants Customers a non-exclusive, non-transferable, limited license, with right to sublicense solely to Users, to use such Software only in connection with the Hosting Services.",0,0,0,0,1,0,0,0,0
